cid,link,name,Synonyms,MOA
5494425,https://pubchem.ncbi.nlm.nih.gov/compound/5494425,JAK inhibitor I,"Pyridone 6;457081-03-7;JAK Inhibitor I;Merck-5;CMP 6;Merck 5;CMP-6;2-tert-butyl-9-fluoro-3H-benzo[h]imidazo[4,5-f]isoquinolin-7(6H)-one;CHEMBL21156;2-(1,1-Dimethylethyl)-9-fluoro-3,6-dihydro-7H-benz[h]-imidaz[4,5-f]isoquinolin-7-one;2-(1,1-DIMETHYLETHYL)9-FLUORO-3,6-DIHYDRO-7H-BENZ[H]-IMIDAZ[4,5-F]ISOQUINOLIN-7-ONE;CHEBI:87103;Compound # 2;2-TERT-BUTYL-9-FLUORO-3,6-DIHYDRO-7H-BENZ[H]-IMIDAZ[4,5-F]ISOQUINOLINE-7-ONE;C18H16FN3O;2-tert-butyl-9-fluoro-1,6-dihydrobenzo[h]imidazo[4,5-f]isoquinolin-7-one;2-tert-butyl-9-fluoro-3,6-dihydro-7H-benzo[h]imidazo[4,5-f]isoquinolin-7-one;4-tert-butyl-15-fluoro-3,5,10-triazatetracyclo[11.4.0.0,.0,]heptadeca-1(13),2(6),4,7(12),8,14,16-heptaen-11-one;P6;JAK I inhibitor;InSolution&trade; JAK Inhibitor I;PDK1 inhibitor, 1;Kinome_3740;PubChem22471;2b7a;Merck-5;CMP 6;CMP 6; Pyridone 6;LDX3F0CCST;UNII-LDX3F0CCST;Tetracyclic Pyridone, 1;SCHEMBL904545;GTPL5992;STO185;BDBM26198;CTK8E9239;DTXSID40420526;EX-A123;SYN1054;VNDWQCSOSCCWIP-UHFFFAOYSA-N;BCPP000167;HMS3229G07;HMS3244K21;HMS3244K22;HMS3244L21;BCP01959;3809AH;ZINC12504479;AKOS026750650;AKOS030240416;AKOS032949970;BCP9000906;CCG-206761;CS-1056;DB04716;SB18936;NCGC00345828-01;NCGC00345828-07;4CA-0807;AM806646;AS-16211;HY-14435;QC-10171;AB0007901;FT-0700310;Y0239;K00013;K00225;W-5672;SR-03000000978-1;Q27096425;2-(tert-butyl)-9-fluoro-3H-benzo[h]imidazo[4,5-f]isoquinolin-7(6H)-one;2-(1,1-Dimethylethyl)-9-fluoro-1,6-dihydro-7H-benz[h]imidazo[4,5-f]isoquinolin-7-one;2-(1,1-dimethylethyl)-9-fluoro-3,6-dihydro-7h-benz [h]-imidazo [4,5-f]isoquinolin-7-one;2-tert-butyl-9-fluoro-1,6-dihydro-7h-benzo[h]imidazo[4,5-f]isoquinolin-7-one;4-TERT-BUTYL-15-FLUORO-3,5,10-TRIAZATETRACYCLO[11.4.0.0(2),?.0?,(1)(2)]HEPTADECA-1(13),2(6),4,7(12),8,14,16-HEPTAEN-11-ONE;4-tert-butyl-15-fluoro-3,5,10-triazatetracyclo[11.4.0.0^{2,6.0^{7,12]heptadeca-1(13),2(6),4,7(12),8,14,16-heptaen-11-one;4-tert-butyl-15-fluoro-3,5,10-triazatetracyclo[11.4.0.0^{2,6}.0^{7,12}]heptadeca-1(13),2(6),3,7(12),8,14,16-heptaen-11-one;4-tert-butyl-15-fluoro-3,5,10-triazatetracyclo[11.4.0.0^{2,6}.0^{7,12}]heptadeca-1(17),2(6),4,7(12),8,13,15-heptaen-11-one;JAK Inhibitor I; 2-(1,1-Dimethylethyl)-9-fluoro-3,6-dihydro-7H-benz[h]-imidaz[4,5-f]isoquinolin-7-one",JAK inhibitor
9797370,https://pubchem.ncbi.nlm.nih.gov/compound/9797370,JNJ10198409,"JNJ-10198409;627518-40-5;PDGF Receptor Tyrosine Kinase Inhibitor IV;N-(3-fluorophenyl)-6,7-dimethoxy-1,4-dihydroindeno[1,2-c]pyrazol-3-amine;CHEMBL120077;3-Fluoro-N-(6,7-dimethoxy-2,4-dihydroindeno[1,2-c]pyrazol-3-yl)phenylamine;JNJ-?10198409;PDGFR Tyrosine Kinase Inhibitor IV;ZDNURMVOKAERHZ-UHFFFAOYSA-N;GTPL6020;SCHEMBL3088170;CTK8E8807;jnj10198409;DTXSID70430890;HMS3229I11;HMS3650O03;HMS3674K21;BCP08276;BDBM50179207;ZINC13677843;CCG-206773;CS-W011982;HY-W011266;NCGC00343986-02;JNJ 10198409;JNJ-10198409, >=98% (HPLC), solid;SR-01000946814;SR-01000946814-1;Q27088285;N-(3-Fluorophenyl)-1,4-dihydro-6,7-dimethoxyindeno[1,2-c]pyrazol-3-amine;N-(3-fluorophenyl)-2,4-dihydro-6,7-dimethoxyindeno[1,2-c]pyrazol-3-amine;N-(3-fluorophenyl)-6,7-dimethoxy-1H,4H-indeno[1,2-c]pyrazol-3-amine;(3-Fluoro-phenyl)-(6,7-dimethoxy-2,4-dihydro-indeno[1,2-c]pyrazol-3-yl)-amine;(6,7-Dimethoxy-1,4-dihydro-indeno[1,2-c]pyrazol-3-yl)-(3-fluoro-phenyl)-amine;JNJ 10198409;JNJ10198409; RWJ-540973; RWJ 540973; RWJ540973",_
16760383,https://pubchem.ncbi.nlm.nih.gov/compound/16760383,KAAD Cyclopamine,,Inhibitor of Smoothened (Smo) and Sonic hedgehog
16047442,https://pubchem.ncbi.nlm.nih.gov/compound/16047442,KC7f2,,Inhibitor of HIF 1-alpha
3820,https://pubchem.ncbi.nlm.nih.gov/compound/3820,Kenpaullone,,Inhibitor of the GSK3β
10990876,https://pubchem.ncbi.nlm.nih.gov/compound/10990876,L-Ascorbic acid 2-phosphate trisodium salt,,_
24775005,https://pubchem.ncbi.nlm.nih.gov/compound/24775005,LDE225,"Erismodegib;Sonidegib;956697-53-3;LDE225;NVP-LDE225;Odomzo;LDE-225;NVP-LDE 225;LDE 225;UNII-0RLU3VTK5M;LDE225 (NVP-LDE225,Erismodegib);0RLU3VTK5M;LDE225 (NVP-LDE225; Erismodegib);N-(6-((2S,6R)-2,6-dimethylmorpholino)pyridin-3-yl)-2-methyl-4'-(trifluoromethoxy)biphenyl-3-carboxamide;Odomozo;N-[6-(cis-2,6-dimethylmorpholin-4-yl)pyridin-3-yl]-2-methyl-4'-(trifluoromethoxy)[1,1'-biphenyl]-3-carboxamide;Sonidegib [USAN:INN];Erismodegib [USAN:INN];LDE225(NVP-LDE225);PubChem22446;Sonidegib (USAN/INN);erismodegib (deleted INN);cc-76;NVP-LDE225(Erismodegib);MLS006011198;NVP-LDE-225;SCHEMBL554455;GTPL8199;CHEMBL2105737;NVP-LDE225/LDE225;CHEBI:90863;EX-A409;C26H26F3N3O3;VZZJRYRQSPEMTK-CALCHBBNSA-N;DTXSID501009335;BCP02275;KS-00000TD3;LDE 225, NVP-LDE225;LDE225 - NVP-LDE225;ABP000896;BDBM50394562;HY-16582A;s2151;ZINC68202099;AKOS015994541;BCP9001014;CCG-264935;CS-0904;DB09143;EE-0005;SB16676;LDE225 (NVP-LDE225, Erismodegib);NCGC00250382-01;NCGC00250382-05;(1,1'-Biphenyl)-3-carboxamide, N-(6-((2R,6S)-2,6-dimethyl-4-morpholinyl)-3-pyridinyl)-2- methyl-4'-(trifluoromethoxy)-, rel-;[1,1'-Biphenyl]-3-carboxamide, N-[6-[(2R,6S)-2,6-dimethyl-4-morpholinyl]-3-pyridinyl]-2-methyl-4'-(t;[1,1'-Biphenyl]-3-carboxamide, N-[6-[(2R,6S)-2,6-dimethyl-4-morpholinyl]-3-pyridinyl]-2-methyl-4'-(trifluoromethoxy)-, rel-;4CA-0728;HY-10296;N-(6-((cis-2,6-Dimethylmorpholin-4-yl)-3-pyridyl)-2-methyl-3-(4-(trifluoromethoxy)phenyl)benzamide;SC-85832;SMR004702967;FT-0667957;SW218115-2;X7564;D10119;W-5625;BRD-K19796430-001-01-5;Q22075856;Erismodegib|||LDE 225|||NVP-LDE 225|||N-[6-[(2S,6R)-2,6-Dimethylmorpholin-4-yl]pyridin-3-yl]-2-methyl-3-[4-(trifluoromethoxy)phenyl]benzamide;N-(6-((2R,6S)-2,6-Dimethylmorpholin-4-yl)pyridin-3-yl)-2-methyl-4'- (trifluoromethoxy)biphenyl-3-carboxamide;n-(6-((2r,6s)-2,6-dimethylmorpholino)pyridin-3-yl)-2-methyl-4'-(trifluoromethoxy)biphenyl-3-carboxamide;N-(6-[(2R,6S)-2,6-dimethylmorpholin-4-yl]pyridin-3-yl)-2-methyl-3-[4-(trifluoromethoxy)phenyl]benzamide;N-[6-[(2S,6R)-2,6-dimethylmorpholin-4-yl]-3-pyridyl]-2-methyl-3-[4-(trifluoromethoxy)phenyl]benzamide;N-[6-[(2S,6R)-2,6-dimethylmorpholin-4-yl]pyridin-3-yl]-2-methyl-3-[4-(trifluoromethoxy)phenyl]benzamide;rel-N-[6-[(2R,6S)-2,6-Dimethyl-4-morpholinyl]-3-pyridinyl]-2-methyl-4'-(trifluoromethoxy)-[1,1'-biphenyl]-3-carboxamide;rel-N-{6-[(2R,6S)-2,6-dimethylmorpholin-4-yl]pyridin-3-yl}-2-methyl-4'-(trifluoromethoxy)[1,1'-biphenyl]-3-carboxamide",_
25195294,https://pubchem.ncbi.nlm.nih.gov/compound/25195294,LDN193189,"1062368-24-4;LDN193189;LDN-193189;UNII-W69H5YQU9O;4-(6-(4-(piperazin-1-yl)phenyl)pyrazolo[1,5-a]pyrimidin-3-yl)quinoline;LDN 193189;W69H5YQU9O;CHEMBL513147;4-[6-(4-Piperazin-1-Ylphenyl)pyrazolo[1,5-A]pyrimidin-3-Yl]quinoline;4-[6-[4-(1-Piperazinyl)phenyl]pyrazolo[1,5-a]pyrimidin-3-yl]quinoline;4-{6-[4-(piperazin-1-yl)phenyl]pyrazolo[1,5-a]pyrimidin-3-yl}quinoline;LDN 193189 hydrochloride;DM 3189 hydrochloride;LDN193189 free base;cc-233;SCHEMBL456393;CHEBI:91387;KS-00000SOA;AOB3009;DTXSID30147553;EX-A424;HMS3743E21;BCP01907;ABP000266;BDBM50262079;s2618;ZINC40880920;AKOS024464854;Quinoline, 4-(6-(4-(1-piperazinyl)phenyl)pyrazolo(1,5-a)pyrimidin-3-yl)-;BCP9000845;CS-0669;EX-8677;SB19315;NCGC00249389-01;4CA-0730;AK163404;AS-73735;HY-12071;QC-11402;SC-67268;AB0033774;FT-0753749;X7510;A25220;W-5677;cas:1062368-24-4;LDN193189;J-514252;LDN193189(DM3189)/LDN-193189;BRD-K04853698-003-01-4;Q27163247;4-(6-(4-(piperazin-1-yl)phenyl)pyrazolo[1,5-a]pyri;LDN 193189; LDN-193189; DM-3189; DM 3189;4-[6-(4-Piperazin-1-yl-phenyl)-pyrazolo[1,5-a]pyrimidin-3-yl]-quinoline hydrochloride;DM3189;6-(4-(2-(piperidin-1-yl)ethoxy)phenyl)-3-(pyridin-4-yl)pyrazolo[1,5-a]pyrimidine",Inhibitor of TGF-beta/Smad signaling
53232,https://pubchem.ncbi.nlm.nih.gov/compound/53232,Lovastatin,,_
447966,https://pubchem.ncbi.nlm.nih.gov/compound/447966,LY-364947,"396129-53-6;LY-364947;LY364947;4-(3-(pyridin-2-yl)-1H-pyrazol-4-yl)quinoline;4-(3-PYRIDIN-2-YL-1H-PYRAZOL-4-YL)QUINOLINE;TGF-beta RI Kinase Inhibitor;HTS 466284;TbetaR-I Inhibitor;LY 364947;HTS-466284;4-[3-(pyridin-2-yl)-1H-pyrazol-4-yl]quinoline;CHEMBL261454;4-[5-(pyridin-2-yl)-1H-pyrazol-4-yl]quinoline;Quinoline, 4-[3-(2-pyridinyl)-1H-pyrazol-4-yl]-;AK-35014;Transforming Growth Factor-beta Type I Receptor Kinase Inhibitor;4-(3-pyridin-2-yl)(1h)-pyrazol-4-yl quinoline;4-[3-(2-Pyridinyl)-1H-pyrazol-4-yl]quinoline;4-[3-(2-pyridinyl)-1H-pyrazol-4-yl]-quinoline;ALK5 Inhibitor I;SR-01000385325;4-(5-pyridin-2-yl-1H-pyrazol-4-yl)quinoline;1py5;Peakdale1_000394;[3-(Pyridin-2-yl)-4-(4-quinonyl)]-1H-pyrazole;cc-654;SCHEMBL373665;GTPL6050;SCHEMBL21233972;BDBM21492;CHEBI:91198;CHEBI:92118;CTK1B3814;HMS519B20;AOB6754;DTXSID90332266;EX-A133;HMS2043N21;HMS3229M09;HMS3269P09;HMS3648O10;HMS3677D10;HMS3742E17;BCP05350;KS-00001D6O;ZX-AT000925;MFCD00800758;OR7811;s2805;ZINC15894680;AKOS015854224;AKOS025394671;AKOS026750326;BCP9000886;CCG-206795;CS-3451;DB03921;PS-7269;SB19489;NCGC00167839-01;NCGC00167839-15;4CA-0791;AC-30262;HY-13462;PY1;AX8136899;FT-0676988;X5937;EC-000.2417;4-(3-pyridin-2-yl)-1h-pyrazol-4-ylquinoline;A13446;Z-3279;LY-364947, >=98% (HPLC);[3-(pyridin-2-yl)-4-(4-quinolinyl)]-1h-pyrazole;4-[(3-Pyridin-2-yl)-1H-pyrazol-4-yl)]quinoline;J-513403;SR-01000385325-1;SR-01000385325-2;4-[3-(2-Pyridinyl)-1H-pyrazol-4-yl]??-quinoline;BRD-K06234293-001-01-8;Q27088977",TGF-b signalling inhibitor
3973,https://pubchem.ncbi.nlm.nih.gov/compound/3973,Ly294002,,Inhibitor of the PI3 kinase
5497152,https://pubchem.ncbi.nlm.nih.gov/compound/5497152,Lysophosphatidic acid,,Phospolipid derivative
129010138,https://pubchem.ncbi.nlm.nih.gov/compound/129010138,MM-589,,Inhibitor Mll1
12035,https://pubchem.ncbi.nlm.nih.gov/compound/12035,N-Acetyl-L-cysteine,,_
448222,https://pubchem.ncbi.nlm.nih.gov/compound/448222,NECA,"NECA;5'-N-Ethylcarboxamidoadenosine;35920-39-9;Adenosine-5'-(N-ethylcarboxamide);[3H]NECA;N-ethyl-5'-carboxamidoadenosine;1-(6-Amino-9H-purin-9-yl)-1-deoxy-N-ethyl-beta-D-ribofuranuronamide;MLS000069759;CHEMBL464859;CHEBI:73284;5'-N-ETHYLCARBOXAMIDO-ADENOSINE;SMR000058759;N-Ethylcarboxamidoadenosine;N-ETHYL-5'-CARBOXAMIDO ADENOSINE;5'-N(Sup 6)-Ethylcarboxamidoadenosine;(2S,3S,4R,5R)-5-(6-Amino-9H-purin-9-yl)-N-ethyl-3,4-dihydroxytetrahydrofuran-2-carboxamide;(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-N-ethyl-3,4-dihydroxyoxolane-2-carboxamide;NEC;5'-ethylcarboxamidoadenosine;Adenosine, N6-Ethyl-carboxamido;2ydv;Adenosine analog, 3;[3H]adenosine-5'-(N-ethylcarboxamide);1qy5;Opera_ID_470;GTPL377;GTPL425;5'-Ethylcarboxamido-adenosine;MLS002153347;5'-Ethylcarboxamido Adenosine;beta-D-Ribofuranuronamide, 1-(6-amino-9H-purin-9-yl)-1-deoxy-N-ethyl-;REGID_for_CID_448222;SCHEMBL16585523;BDBM21220;Adenosine-5-(N-ethylcarboxamide);JADDQZYHOWSFJD-FLNNQWSLSA-N;HMS2234O07;HMS3412B16;HMS3676B16;ZINC3995401;MFCD00069195;AKOS024456749;CS-8131;NCGC00025260-02;NCGC00025260-03;NCGC00025260-04;NCGC00025260-05;5'-(N-Ethylcarboxamido)adenosine, powder;AC-27392;SC-97607;HY-103173;Q27087892;5 inverted exclamation mark -Ethylcarboxamido Adenosine;1-(6-Amino-9H-purin-9-yl)-1-deoxy-N-ethyl-?-D-ribofuranuronamide;(2S,3S,4R)-5-(6-Aminopurin-9-yl)-N-ethyl-3,4-dihydroxy-oxolane-2-carboxamide;(2S,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-N-ethyl-3,4-dihydroxyoxolane-2-carboxamide;5''-N-Ethylcarboxamidoadenosine; D-NECA; NECAMolecular Formula: C12H16N6O4;(2S,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-N-ethyl-3,4-dihydroxytetrahydrofuran-2-carboxamide (non-preferred name)",Agonist of the cAMP
936,https://pubchem.ncbi.nlm.nih.gov/compound/936,Nicotinamide,,_
89594,https://pubchem.ncbi.nlm.nih.gov/compound/89594,Nicotine,,_
789882,https://pubchem.ncbi.nlm.nih.gov/compound/789882,OAC1,"OAC1;300586-90-7;OAC-1;BAS 00287861;N-1H-pyrrolo[2,3-c]pyridin-5-ylbenzamide;N-(1H-pyrrolo[2,3-c]pyridin-5-yl)benzamide;C14H11N3O;BenzaMide, N-1H-pyrrolo[2,3-c]pyridin-5-yl-;N-{1H-pyrrolo[2,3-c]pyridin-5-yl}benzamide;Cambridge id 5236727;Oct4-activating Compound 1;TimTec1_006628;Oprea1_004689;Oprea1_365767;OAC 1; OAC-1;CHEMBL3187798;SCHEMBL15754799;AOB4083;EX-A905;HMS1552N06;HMS3653I19;ZINC289948;ALBB-027009;BCP21023;2571AH;s7217;AKOS000629693;CCG-266854;CS-4181;MCULE-1876478700;NCGC00347953-01;NCGC00347953-05;AK175746;AS-65742;HY-12303;FT-0700279;O0490;R3435;SW219832-1;N-1H-Pyrrolo[2,3-c]pyridin-5-ylbenz amide;J-017754",Epigenetic modulator
46853447,https://pubchem.ncbi.nlm.nih.gov/compound/46853447,P7C3-A20,,Neurogenic Modulator
19493,https://pubchem.ncbi.nlm.nih.gov/compound/19493,Parnate,"tranylcypromine;155-09-9;(1R,2S)-2-phenylcyclopropan-1-amine;Parnate;(1R,2S)-2-phenylcyclopropanamine;3721-26-4;Transamine;d-Tranylcypromine;l-Tranylcypromine;Cyclopropanamine, 2-phenyl-, trans-;(1r,2s)-rel-2-phenylcyclopropanamine;trans-2-Phenylcyclopropylamine;()-(R)-Tranylcypromine;95-62-5;Cyclopropanamine, 2-phenyl-, (1R,2S)-rel-;Jatrosom;trans-2-phenyl-cyclopropylamine;trans-(-)-2-Phenylcyclopropanamine;(1R,2S)-2-phenyl-cyclopropylamine;(1R,2S)-tranylcypromine;()-Tranylcypromine;(-)-Tranylcypromine;CHEMBL1179;Parnitene;AELCINSCMGFISI-DTWKUNHWSA-N;trans-2-phenylcyclopropanamine;2-Phenyl-1-aminocyclopropane, trans-;BRN 2802413;SKF Trans-385;Cyclopropylamine, 2-phenyl-, trans-(-)-;Cyclopropylamine, 2-phenyl-, (1S-trans)-;NSC 80664;Tranylcypromine [INN:BAN];Cyclopropanamine, 2-phenyl-, trans-(.�.)-;Cyclopropylamine, 2-phenyl-, trans-(.�.)-;Tranylcyprominum [INN-Latin];Tranilcipromina [INN-Spanish];CCRIS 3344;Cyclopropanamine, 2-phenyl-, trans-(+)-;HSDB 3404;Tranilcipromina;Tranylcyprominum;(1R)-1-Amino-2-phenylcyclopropane;EINECS 205-841-9;Parnate (Salt/Mix);BRN 3195803;SKF-trans-385;Cyclopropylamine, 2-phenyl-, trans-(+)-;(.�.)-Tranylcypromine;3721-28-6;trans-2-phenylcyclopropan-1-amine;Tranylcipromine;trans amine;trans-amine;(�)-trans-2-phenylcyclopropylamine;S-Tranylcypromine;(.�.)-trans-2-Phenylcyclopropamine;rel-Tranylcypromine;(.�.)-trans-2-Phenylcyclopropylamine;Prestwick0_000173;Prestwick1_000173;Prestwick2_000173;Lopac-P-8511;CBChromo1_000132;SCHEMBL34339;3-12-00-02797 (Beilstein Handbook Reference);Cyclopropanamine, 2-phenyl-, (1R-trans)- (9CI);SPBio_001986;trans-2-phenyl cyclopropylamine;(1R,2S)-trans-tranylcypromine;DTXSID2023694;(Trans)-2-phenylcyclopropanamine;[trans-2-phenylcyclopropyl]amine;CHEBI:94631;cid_2723716;CTK3G8797;CHEBI:131510;[(trans)-2-phenylcyclopropyl]amine;ZINC1482197;4694AJ;8372AH;BDBM50240772;FCH837207;PDSP2_001079;PDSP2_001080;(1R-trans)-2-phenyl-cyclopropanamine;AKOS006282586;(1R,2S)-2-phenyl-1-cyclopropanamine;FCH3609496;FCH4526577;NE64561;(1R,2S)-(-)-2-phenylcyclopropylamine;NCGC00015848-01;(tranylcypromine)2-Phenyl-cyclopropylamine;AC-15970;AK173621;LS-58822;LS-58823;(1R,2S)-rel-2-phenylcyclopropan-1-amine;Cyclopropanamine, 2-phenyl-, (1R-trans)-;CS-0008259;trans-(1R,2S)-2-Phenylcyclopropan-1-amine;EN300-197006;BRD-K47029922-003-03-4;UNII-3E3V44J4Z9 component AELCINSCMGFISI-DTWKUNHWSA-N;GJZ",Inhibitor of lysine-specific demethylase 1 (LSD1)
9826528,https://pubchem.ncbi.nlm.nih.gov/compound/9826528,PD0325901,"391210-10-9;PD0325901;PD 0325901;PD-0325901;(R)-N-(2,3-Dihydroxypropoxy)-3,4-difluoro-2-((2-fluoro-4-iodophenyl)amino)benzamide;PD-325901;(R)-N-(2,3-DIHYDROXYPROPOXY)-3,4-DIFLUORO-2-(2-FLUORO-4-IODOPHENYLAMINO)BENZAMIDE;PD 325901;UNII-86K0J5AK6M;N-[(2R)-2,3-dihydroxypropoxy]-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide;86K0J5AK6M;CHEMBL507361;CHEBI:88249;N-{[(2R)-2,3-dihydroxypropyl]oxy}-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide;Mirdametinib (USAN);Mirdametinib [USAN];NCGC00189075-01;391209-97-5;J-502503;C16H14F3IN2O4;N-((R)-2,3-dihydroxy-propoxy)-3,4-difluoro-2-(2-fluoro-4-iodo-phenylamino)-benzamide;N-[(2R)-2,3-dihydroxypropoxy]-3,4-difluoro-2-(2-fluoro-4-iodoanilino)benzamide;N-[(2R)-2,3-Dihydroxypropoxy]-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]-benzamide;PD325901;Mirdametinib;N-[(R)-2,3-Dihydroxy-propoxy]-3,4-difluoro-2-(2-fluoro-4-iodo-phenylamino)-benzamide;SUDAHWBOROXANE-SECBINFHSA-N;4BM;PubChem22394;cc-61;DSSTox_CID_24024;DSSTox_RID_80100;mirdametinib (proposed INN);DSSTox_GSID_44024;870474-62-7;SCHEMBL172904;GTPL7935;DTXSID0044024;CTK8B5048;EX-A102;SYN1059;N-(2,3-Dihydroxy-propoxy)-3,4-difluoro-2-(2-fluoro-4-iodo-phenylamino)-benzamide;N-{[(2S)-2,3-dihydroxypropyl]oxy}-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide;BCPP000126;BDBM104963;HMS3648A14;AOB87344;ZINC3938683;Tox21_113364;ABP000920;ANW-47220;MFCD08435926;s1036;WHO 11299;AKOS015855518;BCP9001057;CCG-221316;CS-0062;DB07101;EX-8602;SB16502;KS-0000007I;N-[((R)-2,3-dihydroxypropyl)oxy]-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide;NCGC00381744-09;BR-78415;HY-10254;US8575391, Q;AB0007877;AX8222618;A6561;BB 0261791;CAS-391210-10-9;FT-0673534;SW218101-2;W5947;D11675;S-7112;PD-0325901,PD325901;PD 0325901, >=98% (HPLC);PD-0325901/PD0325901;PD0325901 (PD325901);SR-01000946344;SR-01000946344-1;BRD-K49865102-001-01-9;Q27088255;(S)-N-(2,3-dihydroxypropoxy)-3,4-difluoro-2-((2-fluoro-4-iodophenyl)amino)benzamide;Benzamide, N-((2R)-2,3-dihydroxypropoxy)-3,4-difluoro-2-((2-fluoro-4-iodophenyl)amino)-;Benzamide,N-[(2R)-2,3-dihydroxypropoxy]-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]-;N-((R)-2,3-Dihydroxy[propoxy)-3,4-difluoro-2-(2-fluoro-4-iodo-phenylamino)-benzamide;N-[(2R)-2,3-Dihydroxypropoxy]-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]- benzamide;N-[(2R)-2,3-Dihydroxypropoxy]-3,4-difluoro-2[(2-fluoro-4-iodophenyl)amino]-benzamide",Inhibitor of MEK/ERK pathway
4708,https://pubchem.ncbi.nlm.nih.gov/compound/4708,PD168393,,Inhibitor of the EGFR
4369491,https://pubchem.ncbi.nlm.nih.gov/compound/4369491,PD407824,,Inhibitor of the checkpoint kinase 1 (CHK1)
27924,https://pubchem.ncbi.nlm.nih.gov/compound/27924,Phorbol 12-myristate 13-acetate,,_
37783,https://pubchem.ncbi.nlm.nih.gov/compound/37783,Phorbol dibutyrate,,Activator of the protein kinase C
4587369,https://pubchem.ncbi.nlm.nih.gov/compound/4587369,Pifithrin-α,"60477-38-5;Pifithrin-|A, p-Nitro, Cyclic;2-(4-nitrophenyl)-5,6,7,8-tetrahydroimidazo[2,1-b][1,3]benzothiazole;Pifithrin-alpha, p-Nitro, Cyclic;p-nitro-Cyclic Pifithrin-|A;p-Nitro-CyclicPifithrin-alpha;CHEMBL180006;SCHEMBL5550051;KS-00003OR3;ZINC4025537;2-(4-Nitrophenyl)imidazo[2,1-b]-5,6,7,8-tetrahydrobenzothiazole;AKOS002999620;MCULE-2668343820;MS-2897;HY-123076;CS-0081157;SR-01000308695;SR-01000308695-1;4-(4-nitrophenyl)-7-thia-2,5-diazatricyclo[6.4.0.0^{2,6}]dodeca-1(8),3,5-triene",Inhibitor of the p53
12003241,https://pubchem.ncbi.nlm.nih.gov/compound/12003241,Pluripotin,"Pluripotin;839707-37-8;N-(3-(7-(1,3-dimethyl-1H-pyrazol-5-ylamino)-1-methyl-2-oxo-1,2-dihydropyrimido[4,5-d]pyrimidin-3(4H)-yl)-4-methylphenyl)-3-(trifluoromethyl)benzamide;C27H25F3N8O2;SC1;Pluripotin (SC1);Stemolecule SC 1;SC1 (Pluripotin);MLS006010719;SCHEMBL3135215;CHEMBL4213673;Pluripotin, >=98% (HPLC);CTK5F1576;KS-00001CSZ;NBZFRTJWEIHFPF-UHFFFAOYSA-N;BCP02463;EX-A1260;s7752;ZINC38141704;AKOS024458159;CCG-270003;CS-5597;QC-8221;NCGC00167403-01;NCGC00167403-02;NCGC00167403-03;HY-10579;SMR004701683;X5707;N-(3-(7-((1,3-dimethyl-1H-pyrazol-5-yl)amino)-1-methyl-2-oxo-1,2-dihydropyrimido[4,5-d]pyrimidin-3(4H)-yl)-4-methylphenyl)-3-(trifluoromethyl)benzamide;N-[3-[7-[(1,3-Dimethyl-1H-pyrazol-5 -yl)amino]-1,4-dihydro-1-methyl-2-oxopyrimido[4,5- d]pyrimidin-3(2H)-yl]-4-methylphenyl]-3-(trifluoro methyl)benzamide;N-[3-[7-[(1,3-Dimethyl-1H-pyrazol-5-yl)amino]-1,4-dihydro-1-methyl-2-oxopyrimido[4,5-d]pyrimidin-3(2H)-yl]-4-methylphenyl]-3-(trifluoromethyl)benzamide;N-[3-[7-[(2,5-dimethylpyrazol-3-yl)amino]-1-methyl-2-oxo-4H-pyrimido[4,5-d]pyrimidin-3-yl]-4-methylphenyl]-3-(trifluoromethyl)benzamide",Inhibitor of the RasGAP and ERK1
4878,https://pubchem.ncbi.nlm.nih.gov/compound/4878,PP2,,Activator of the SIRT1 and Inhibitor of the aminoresveratolsulfat and Src kinase
5280360,https://pubchem.ncbi.nlm.nih.gov/compound/5280360,Prostaglandin E2,,Modulator of the cAMP/PKA
